area,majoraxislength,minoraxislength,eccentricity,convexarea,equivdiameter,extent,perimeter,roundness,aspectration,class,clusters
6135,158.035,50.308,0.948,6319,88.382,0.549,352.004,0.622,3.141,jasmine,0
5347,147.357,46.907,0.948,5495,82.511,0.493,324.052,0.64,3.141,jasmine,3
6612,164.276,52.291,0.948,6773,91.753,0.478,361.494,0.636,3.142,jasmine,0
6861,166.971,53.145,0.948,7034,93.465,0.512,366.006,0.644,3.142,jasmine,0
4660,137.462,43.749,0.948,4754,77.028,0.502,300.152,0.65,3.142,jasmine,3
6658,164.184,52.253,0.948,6824,92.072,0.537,363.698,0.633,3.142,jasmine,0
6764,166.028,52.837,0.948,6983,92.802,0.48,366.183,0.634,3.142,jasmine,0
5556,149.439,47.556,0.948,5676,84.108,0.793,325.496,0.659,3.142,jasmine,3
8584,150.425,74.754,0.868,8852,104.544,0.715,372.05,0.779,2.012,gonen,2
6398,161.288,51.325,0.948,6580,90.256,0.597,356.792,0.632,3.142,jasmine,0
6334,161.564,51.41,0.948,6525,89.804,0.614,356.138,0.628,3.143,jasmine,0
5439,149.278,47.5,0.948,5598,83.217,0.501,328.376,0.634,3.143,jasmine,3
6854,132.996,66.093,0.868,7064,93.417,0.63,328.824,0.797,2.012,gonen,1
5678,151.922,48.341,0.948,5798,85.026,0.465,332.473,0.645,3.143,jasmine,3
6157,159.61,50.785,0.948,6366,88.54,0.496,354.865,0.614,3.143,jasmine,0
6395,161.993,51.538,0.948,6558,90.235,0.521,354.948,0.638,3.143,jasmine,0
5763,153.285,48.766,0.948,5933,85.66,0.481,337.855,0.634,3.143,jasmine,0
5156,145.395,46.256,0.948,5357,81.024,0.479,323.697,0.618,3.143,jasmine,3
6873,133.662,66.414,0.868,7012,93.547,0.622,328.329,0.801,2.013,gonen,1
7903,143.077,71.083,0.868,8058,100.312,0.615,353.288,0.796,2.013,gonen,1
6958,134.482,66.799,0.868,7165,94.123,0.613,330.089,0.802,2.013,gonen,1
4355,132.478,42.146,0.948,4453,74.464,0.601,290.126,0.65,3.143,jasmine,3
5956,155.807,49.565,0.948,6157,87.083,0.452,346.517,0.623,3.144,jasmine,0
6933,168.611,53.63,0.948,7112,93.954,0.498,369.057,0.64,3.144,jasmine,0
6555,163.206,51.91,0.948,6684,91.357,0.449,361.777,0.629,3.144,jasmine,0
7563,140.643,69.855,0.868,7757,98.13,0.72,348.009,0.785,2.013,gonen,1
6603,164.508,52.324,0.948,6803,91.691,0.605,365.616,0.621,3.144,jasmine,0
7289,172.571,54.888,0.948,7476,96.336,0.483,378.173,0.64,3.144,jasmine,0
6645,164.661,52.371,0.948,6838,91.982,0.546,364.326,0.629,3.144,jasmine,0
5778,153.836,48.926,0.948,5968,85.772,0.455,343.522,0.615,3.144,jasmine,0
6612,164.402,52.283,0.948,6792,91.753,0.46,363.585,0.629,3.144,jasmine,0
6705,165.798,52.725,0.948,6959,92.396,0.631,366.145,0.628,3.145,jasmine,0
6186,159.148,50.609,0.948,6302,88.748,0.467,349.513,0.636,3.145,jasmine,0
8620,149.404,74.191,0.868,8778,104.763,0.809,363.011,0.822,2.014,gonen,2
8867,151.352,75.149,0.868,8991,106.254,0.61,367.249,0.826,2.014,gonen,2
8852,151.511,75.227,0.868,9109,106.164,0.668,370.976,0.808,2.014,gonen,2
7169,136.659,67.853,0.868,7371,95.54,0.799,342.683,0.767,2.014,gonen,1
6568,163.556,52.01,0.948,6736,91.447,0.515,358.538,0.642,3.145,jasmine,0
5325,147.468,46.893,0.948,5500,82.341,0.699,327.448,0.624,3.145,jasmine,3
6762,165.961,52.774,0.948,6913,92.788,0.677,365.128,0.637,3.145,jasmine,0
6439,162.814,51.771,0.948,6667,90.545,0.651,360.736,0.622,3.145,jasmine,0
6590,164.253,52.228,0.948,6819,91.6,0.505,366.072,0.618,3.145,jasmine,0
6487,162.795,51.763,0.948,6673,90.882,0.48,361.988,0.622,3.145,jasmine,0
6527,162.67,51.723,0.948,6619,91.162,0.833,356.079,0.647,3.145,jasmine,0
6629,165.02,52.47,0.948,6843,91.871,0.503,370.273,0.608,3.145,jasmine,0
6289,159.751,50.793,0.948,6477,89.484,0.529,351.417,0.64,3.145,jasmine,0
5401,147.893,47.016,0.948,5493,82.926,0.466,322.956,0.651,3.146,jasmine,3
5960,155.533,49.445,0.948,6122,87.112,0.5,344.281,0.632,3.146,jasmine,0
6461,162.59,51.687,0.948,6591,90.7,0.453,353.12,0.651,3.146,jasmine,0
6626,164.888,52.417,0.948,6743,91.85,0.445,362.672,0.633,3.146,jasmine,0
6225,160.027,50.862,0.948,6382,89.028,0.455,352.207,0.631,3.146,jasmine,0
6050,156.793,49.835,0.948,6195,87.767,0.684,344.799,0.639,3.146,jasmine,0
6295,160.263,50.937,0.948,6430,89.527,0.84,348.462,0.651,3.146,jasmine,0
7791,142.905,70.944,0.868,8079,99.598,0.645,353.419,0.784,2.014,gonen,1
8638,149.342,74.137,0.868,8764,104.873,0.632,362.566,0.826,2.014,gonen,2
6680,164.811,52.381,0.948,6823,92.224,0.511,362.219,0.64,3.146,jasmine,0
6145,158.379,50.336,0.948,6270,88.454,0.455,347.138,0.641,3.146,jasmine,0
4098,129.622,41.197,0.948,4189,72.234,0.447,282.432,0.646,3.146,jasmine,3
5561,151.039,48.002,0.948,5786,84.146,0.552,339.54,0.606,3.147,jasmine,3
4658,138.151,43.906,0.948,4779,77.011,0.637,305.392,0.628,3.147,jasmine,3
7036,169.683,53.923,0.948,7244,94.649,0.5,370.91,0.643,3.147,jasmine,0
6541,162.919,51.772,0.948,6666,91.259,0.45,359.205,0.637,3.147,jasmine,0
6336,160.419,50.976,0.948,6523,89.818,0.791,360.612,0.612,3.147,jasmine,0
6474,163.037,51.808,0.948,6664,90.791,0.449,362.222,0.62,3.147,jasmine,0
6019,156.252,49.652,0.948,6186,87.542,0.561,344.329,0.638,3.147,jasmine,0
5942,156.029,49.579,0.948,6081,86.98,0.448,344.311,0.63,3.147,jasmine,0
6396,161.755,51.397,0.948,6615,90.242,0.615,359.074,0.623,3.147,jasmine,0
6707,166.985,53.057,0.948,6957,92.41,0.531,371.612,0.61,3.147,jasmine,0
7254,138.002,68.507,0.868,7358,96.105,0.785,335.388,0.81,2.014,gonen,1
8793,150.786,74.853,0.868,9035,105.809,0.626,371.779,0.799,2.014,gonen,2
6058,156.658,49.776,0.948,6180,87.825,0.738,343.484,0.645,3.147,jasmine,0
6315,160.928,51.132,0.948,6499,89.669,0.454,356.103,0.626,3.147,jasmine,0
5810,153.817,48.872,0.948,5993,86.009,0.607,345.197,0.613,3.147,jasmine,0
5597,152.712,48.519,0.948,5803,84.418,0.699,341.028,0.605,3.147,jasmine,0
6208,159.757,50.755,0.948,6416,88.906,0.498,351.988,0.63,3.148,jasmine,0
7815,142.977,70.969,0.868,7955,99.752,0.591,349.394,0.804,2.015,gonen,1
7384,173.303,55.057,0.948,7580,96.962,0.839,385.116,0.626,3.148,jasmine,0
7055,169.876,53.967,0.948,7283,94.777,0.572,379.055,0.617,3.148,jasmine,0
6880,167.728,53.283,0.948,7135,93.594,0.703,372.736,0.622,3.148,jasmine,0
5205,146.115,46.416,0.948,5365,81.408,0.455,323.105,0.627,3.148,jasmine,3
5097,144.073,45.767,0.948,5222,80.559,0.482,317.237,0.636,3.148,jasmine,3
6963,168.517,53.529,0.948,7124,94.157,0.465,371.782,0.633,3.148,jasmine,0
5625,151.601,48.153,0.948,5804,84.628,0.539,337.06,0.622,3.148,jasmine,3
8546,148.793,73.832,0.868,8791,104.313,0.626,366.04,0.802,2.015,gonen,2
5473,149.208,47.392,0.948,5587,83.477,0.452,327.258,0.642,3.148,jasmine,3
5642,151.658,48.165,0.948,5762,84.756,0.486,329.238,0.654,3.149,jasmine,3
7701,141.418,70.167,0.868,7943,99.021,0.679,348.192,0.798,2.015,gonen,1
8639,149.892,74.362,0.868,8898,104.879,0.734,366.063,0.81,2.016,gonen,2
5884,156.466,49.69,0.948,6106,86.555,0.565,349.117,0.607,3.149,jasmine,0
6140,158.59,50.363,0.948,6317,88.418,0.535,352.88,0.62,3.149,jasmine,0
6099,158.557,50.35,0.948,6286,88.122,0.777,350.075,0.625,3.149,jasmine,0
6493,163.078,51.779,0.948,6644,90.924,0.65,359.653,0.631,3.149,jasmine,0
5931,155.635,49.416,0.948,6095,86.9,0.585,344.634,0.628,3.149,jasmine,0
9105,153.982,76.381,0.868,9370,107.67,0.603,380.498,0.79,2.016,gonen,2
6789,166.533,52.874,0.948,6943,92.973,0.588,365.004,0.64,3.15,jasmine,0
4968,142.974,45.392,0.948,5187,79.533,0.645,319.94,0.61,3.15,jasmine,3
8991,152.335,75.561,0.868,9154,106.994,0.662,375.005,0.803,2.016,gonen,2
9516,157.341,78.037,0.868,9749,110.073,0.684,392.064,0.778,2.016,gonen,2
8598,150.0,74.39,0.868,8937,104.629,0.73,397.812,0.683,2.016,gonen,2
9690,158.814,78.758,0.868,9969,111.075,0.604,389.992,0.801,2.016,gonen,2
6350,160.4,50.922,0.948,6514,89.917,0.694,353.036,0.64,3.15,jasmine,0
6409,161.553,51.284,0.948,6531,90.334,0.456,353.994,0.643,3.15,jasmine,0
6951,168.287,53.422,0.948,7084,94.076,0.469,369.558,0.64,3.15,jasmine,0
5464,148.948,47.275,0.948,5607,83.409,0.802,327.456,0.64,3.151,jasmine,3
5833,155.708,49.42,0.948,6049,86.179,0.743,354.434,0.583,3.151,jasmine,0
6378,162.013,51.419,0.948,6566,90.115,0.812,355.972,0.633,3.151,jasmine,0
5492,149.253,47.368,0.948,5614,83.622,0.748,326.497,0.647,3.151,jasmine,3
5871,155.653,49.399,0.948,6069,86.459,0.805,343.956,0.624,3.151,jasmine,0
6524,162.905,51.699,0.948,6696,91.141,0.47,363.51,0.62,3.151,jasmine,0
6080,158.324,50.244,0.948,6314,87.985,0.492,350.698,0.621,3.151,jasmine,0
8398,147.561,73.177,0.868,8567,103.405,0.804,358.694,0.82,2.016,gonen,1
8978,152.501,75.619,0.868,9150,106.917,0.62,375.237,0.801,2.017,gonen,2
6245,160.3,50.87,0.948,6445,89.171,0.544,352.227,0.633,3.151,jasmine,0
7183,171.772,54.505,0.948,7412,95.633,0.531,381.842,0.619,3.152,jasmine,0
6798,166.9,52.958,0.948,6981,93.035,0.461,368.211,0.63,3.152,jasmine,0
6589,164.942,52.337,0.948,6752,91.594,0.447,364.614,0.623,3.152,jasmine,0
6037,156.831,49.762,0.948,6165,87.673,0.754,345.659,0.635,3.152,jasmine,0
6005,157.325,49.918,0.948,6213,87.44,0.527,348.787,0.62,3.152,jasmine,0
8224,146.319,72.535,0.868,8502,102.329,0.627,360.068,0.797,2.017,gonen,1
7567,140.26,69.531,0.868,7776,98.156,0.712,344.602,0.801,2.017,gonen,1
5825,154.806,49.119,0.948,5970,86.12,0.515,341.021,0.629,3.152,jasmine,0
6575,164.397,52.161,0.948,6752,91.496,0.598,363.333,0.626,3.152,jasmine,0
6226,159.241,50.524,0.948,6365,89.035,0.462,350.099,0.638,3.152,jasmine,0
6060,157.737,50.047,0.948,6228,87.84,0.447,349.289,0.624,3.152,jasmine,0
6227,159.959,50.751,0.948,6372,89.042,0.454,352.805,0.629,3.152,jasmine,0
6627,164.777,52.278,0.948,6788,91.857,0.45,366.069,0.621,3.152,jasmine,0
5323,147.247,46.714,0.948,5494,82.325,0.532,331.743,0.608,3.152,jasmine,3
6316,160.544,50.933,0.948,6551,89.676,0.658,358.544,0.617,3.152,jasmine,0
6164,158.685,50.343,0.948,6315,88.59,0.685,345.626,0.648,3.152,jasmine,0
6007,156.408,49.62,0.948,6167,87.455,0.451,345.236,0.633,3.152,jasmine,0
5247,146.466,46.464,0.948,5426,81.735,0.461,325.378,0.623,3.152,jasmine,3
6761,165.474,52.494,0.948,6966,92.781,0.741,363.514,0.643,3.152,jasmine,0
6121,158.661,50.331,0.948,6380,88.281,0.685,356.849,0.604,3.152,jasmine,0
5876,154.78,49.099,0.948,6103,86.496,0.789,343.005,0.628,3.152,jasmine,0
6281,160.465,50.902,0.948,6466,89.427,0.719,353.805,0.631,3.152,jasmine,0
6312,160.761,50.994,0.948,6447,89.648,0.569,353.674,0.634,3.153,jasmine,0
6623,164.099,52.052,0.948,6762,91.83,0.786,359.834,0.643,3.153,jasmine,0
6738,165.965,52.643,0.948,6956,92.623,0.488,366.246,0.631,3.153,jasmine,0
6352,161.536,51.237,0.948,6537,89.931,0.644,355.079,0.633,3.153,jasmine,0
6987,170.352,54.033,0.948,7224,94.319,0.506,376.186,0.62,3.153,jasmine,0
5922,155.602,49.354,0.948,6105,86.834,0.806,343.657,0.63,3.153,jasmine,0
6419,161.676,51.279,0.948,6597,90.404,0.523,355.751,0.637,3.153,jasmine,0
6413,162.466,51.524,0.948,6637,90.362,0.708,357.858,0.629,3.153,jasmine,0
5682,152.217,48.27,0.948,5824,85.056,0.458,334.493,0.638,3.153,jasmine,3
5667,152.315,48.302,0.948,5841,84.944,0.498,339.798,0.617,3.153,jasmine,0
5448,149.756,47.488,0.948,5653,83.286,0.53,334.876,0.61,3.154,jasmine,3
5866,155.081,49.176,0.948,6013,86.422,0.455,344.326,0.622,3.154,jasmine,0
6066,157.787,50.031,0.948,6259,87.883,0.582,348.215,0.629,3.154,jasmine,0
5191,145.977,46.286,0.948,5331,81.298,0.476,320.068,0.637,3.154,jasmine,3
4891,141.485,44.859,0.948,5037,78.914,0.57,311.331,0.634,3.154,jasmine,3
4984,144.703,45.874,0.948,5201,79.661,0.588,323.033,0.6,3.154,jasmine,3
6402,162.184,51.416,0.948,6592,90.284,0.694,358.238,0.627,3.154,jasmine,0
6792,165.963,52.613,0.948,6939,92.994,0.448,366.97,0.634,3.154,jasmine,0
4915,141.981,45.006,0.948,5059,79.107,0.641,313.05,0.63,3.155,jasmine,3
8709,150.884,74.794,0.868,9117,105.303,0.596,381.099,0.754,2.017,gonen,2
9008,152.728,75.704,0.869,9253,107.095,0.631,390.239,0.743,2.017,gonen,2
6896,168.444,53.393,0.948,7171,93.703,0.445,377.613,0.608,3.155,jasmine,0
6143,159.067,50.416,0.948,6358,88.439,0.639,355.501,0.611,3.155,jasmine,0
7020,169.244,53.639,0.948,7185,94.542,0.473,369.54,0.646,3.155,jasmine,0
7135,170.653,54.085,0.948,7359,95.313,0.5,377.444,0.629,3.155,jasmine,0
8052,144.79,71.763,0.869,8229,101.253,0.741,354.485,0.805,2.018,gonen,1
6642,165.815,52.552,0.948,6912,91.961,0.732,366.549,0.621,3.155,jasmine,0
6446,162.097,51.37,0.948,6649,90.594,0.458,369.432,0.594,3.155,jasmine,0
5911,155.883,49.392,0.948,6072,86.753,0.558,343.849,0.628,3.156,jasmine,0
6197,159.748,50.616,0.948,6388,88.827,0.566,353.914,0.622,3.156,jasmine,0
6095,158.342,50.169,0.948,6306,88.093,0.568,348.405,0.631,3.156,jasmine,0
6849,134.003,66.391,0.869,7013,93.383,0.674,330.254,0.789,2.018,gonen,1
5958,155.877,49.388,0.948,6080,87.097,0.716,341.276,0.643,3.156,jasmine,0
6997,169.023,53.552,0.948,7138,94.387,0.451,372.397,0.634,3.156,jasmine,0
6283,161.43,51.146,0.948,6550,89.441,0.534,356.552,0.621,3.156,jasmine,0
6320,160.476,50.842,0.948,6492,89.704,0.547,352.053,0.641,3.156,jasmine,0
6757,167.117,52.944,0.948,6974,92.754,0.449,370.03,0.62,3.157,jasmine,0
6234,160.008,50.689,0.948,6406,89.092,0.461,355.531,0.62,3.157,jasmine,0
6774,166.503,52.745,0.948,6935,92.87,0.685,367.956,0.629,3.157,jasmine,0
6284,160.671,50.898,0.948,6449,89.449,0.832,347.345,0.655,3.157,jasmine,0
6171,159.274,50.451,0.949,6334,88.641,0.563,349.456,0.635,3.157,jasmine,0
6245,159.627,50.562,0.949,6368,89.171,0.462,349.181,0.644,3.157,jasmine,0
5957,155.725,49.324,0.949,6094,87.09,0.489,341.419,0.642,3.157,jasmine,0
6986,168.959,53.514,0.949,7118,94.313,0.84,368.418,0.647,3.157,jasmine,0
5589,151.322,47.925,0.949,5697,84.357,0.457,331.574,0.639,3.157,jasmine,3
5144,144.95,45.907,0.949,5303,80.929,0.593,322.735,0.621,3.157,jasmine,3
5501,150.15,47.553,0.949,5606,83.69,0.832,326.348,0.649,3.158,jasmine,3
7504,140.291,69.503,0.869,7675,97.747,0.658,346.033,0.788,2.018,gonen,1
10187,163.15,80.828,0.869,10469,113.888,0.636,403.379,0.787,2.018,gonen,2
6607,164.806,52.194,0.949,6766,91.719,0.805,361.62,0.635,3.158,jasmine,0
5705,152.9,48.423,0.949,5883,85.228,0.625,337.795,0.628,3.158,jasmine,0
6300,160.771,50.913,0.949,6495,89.562,0.629,356.452,0.623,3.158,jasmine,0
6532,163.159,51.669,0.949,6706,91.196,0.454,366.697,0.61,3.158,jasmine,0
6381,161.201,51.045,0.949,6560,90.136,0.504,353.502,0.642,3.158,jasmine,0
6398,162.643,51.502,0.949,6619,90.256,0.565,359.653,0.622,3.158,jasmine,0
7161,171.825,54.406,0.949,7360,95.486,0.461,385.484,0.606,3.158,jasmine,0
6645,164.543,52.099,0.949,6752,91.982,0.462,360.488,0.643,3.158,jasmine,0
6507,163.861,51.881,0.949,6760,91.022,0.488,360.25,0.63,3.158,jasmine,0
5833,153.963,48.747,0.949,5957,86.179,0.514,337.326,0.644,3.158,jasmine,0
5655,152.0,48.125,0.949,5798,84.854,0.569,332.13,0.644,3.158,jasmine,3
6628,165.319,52.34,0.949,6804,91.864,0.552,364.566,0.627,3.159,jasmine,0
6184,158.771,50.267,0.949,6321,88.734,0.54,348.713,0.639,3.159,jasmine,0
6270,159.757,50.578,0.949,6400,89.349,0.452,350.537,0.641,3.159,jasmine,0
6069,157.339,49.812,0.949,6226,87.905,0.485,346.101,0.637,3.159,jasmine,0
6941,168.533,53.354,0.949,7111,94.008,0.45,374.887,0.621,3.159,jasmine,0
6424,162.915,51.575,0.949,6639,90.439,0.692,360.289,0.622,3.159,jasmine,0
6048,157.37,49.816,0.949,6187,87.753,0.447,347.329,0.63,3.159,jasmine,0
8297,147.141,72.87,0.869,8535,102.782,0.686,383.447,0.709,2.019,gonen,2
6604,131.378,65.063,0.869,6757,91.698,0.696,322.62,0.797,2.019,gonen,1
6431,162.767,51.523,0.949,6625,90.489,0.51,359.001,0.627,3.159,jasmine,0
6041,156.889,49.661,0.949,6213,87.702,0.524,346.091,0.634,3.159,jasmine,0
6798,167.247,52.939,0.949,7011,93.035,0.474,369.796,0.625,3.159,jasmine,0
6140,158.536,50.181,0.949,6306,88.418,0.448,350.247,0.629,3.159,jasmine,0
6026,157.504,49.854,0.949,6179,87.593,0.522,348.729,0.623,3.159,jasmine,0
6685,165.399,52.346,0.949,6845,92.258,0.456,364.274,0.633,3.16,jasmine,0
8756,151.209,74.875,0.869,8916,105.586,0.678,366.253,0.82,2.019,gonen,2
6459,162.747,51.504,0.949,6651,90.685,0.643,359.909,0.627,3.16,jasmine,0
5652,152.364,48.217,0.949,5824,84.831,0.549,341.103,0.61,3.16,jasmine,0
6049,157.867,49.958,0.949,6241,87.76,0.581,354.749,0.604,3.16,jasmine,0
6013,157.288,49.773,0.949,6279,87.499,0.664,351.672,0.611,3.16,jasmine,0
10057,161.885,80.158,0.869,10484,113.159,0.673,423.294,0.705,2.02,gonen,2
5668,151.481,47.934,0.949,5774,84.951,0.487,329.852,0.655,3.16,jasmine,3
5286,146.572,46.378,0.949,5402,82.039,0.477,321.885,0.641,3.16,jasmine,3
6655,164.82,52.149,0.949,6803,92.051,0.717,360.744,0.643,3.161,jasmine,0
5766,153.161,48.46,0.949,5898,85.683,0.572,334.578,0.647,3.161,jasmine,0
6228,159.998,50.622,0.949,6405,89.049,0.513,352.873,0.629,3.161,jasmine,0
5985,156.439,49.495,0.949,6157,87.295,0.591,345.718,0.629,3.161,jasmine,0
5382,149.252,47.219,0.949,5558,82.78,0.64,330.344,0.62,3.161,jasmine,3
8317,147.764,73.158,0.869,8636,102.905,0.598,364.826,0.785,2.02,gonen,1
7129,170.757,54.022,0.949,7316,95.273,0.595,375.614,0.635,3.161,jasmine,0
5828,154.729,48.949,0.949,5995,86.142,0.587,340.673,0.631,3.161,jasmine,0
5780,153.799,48.653,0.949,5902,85.787,0.466,339.727,0.629,3.161,jasmine,0
7107,170.232,53.849,0.949,7273,95.126,0.752,371.246,0.648,3.161,jasmine,0
6030,157.393,49.788,0.949,6145,87.622,0.448,346.445,0.631,3.161,jasmine,0
6553,163.529,51.727,0.949,6683,91.343,0.455,359.304,0.638,3.161,jasmine,0
6116,158.431,50.112,0.949,6296,88.245,0.453,349.222,0.63,3.162,jasmine,0
6449,162.911,51.527,0.949,6747,90.615,0.555,372.249,0.585,3.162,jasmine,0
5904,154.928,48.993,0.949,6049,86.702,0.502,341.667,0.636,3.162,jasmine,0
6868,167.76,53.048,0.949,7063,93.513,0.605,371.471,0.625,3.162,jasmine,0
5841,155.01,49.014,0.949,6029,86.238,0.694,343.36,0.623,3.163,jasmine,0
6658,165.245,52.25,0.949,6816,92.072,0.752,365.648,0.626,3.163,jasmine,0
5912,154.994,49.003,0.949,6050,86.761,0.783,343.088,0.631,3.163,jasmine,0
5222,145.689,46.06,0.949,5359,81.541,0.794,316.978,0.653,3.163,jasmine,3
6700,165.865,52.437,0.949,6851,92.362,0.54,364.723,0.633,3.163,jasmine,0
7146,171.558,54.233,0.949,7317,95.386,0.485,379.636,0.623,3.163,jasmine,0
6721,166.737,52.709,0.949,6882,92.506,0.444,365.103,0.634,3.163,jasmine,0
9779,159.808,79.115,0.869,10003,111.584,0.59,393.664,0.793,2.02,gonen,2
4848,140.81,44.511,0.949,4935,78.566,0.824,311.338,0.629,3.163,jasmine,3
6071,157.356,49.741,0.949,6247,87.919,0.664,351.06,0.619,3.163,jasmine,0
5347,147.924,46.759,0.949,5479,82.511,0.601,325.869,0.633,3.164,jasmine,3
6369,161.606,51.082,0.949,6559,90.051,0.608,357.726,0.625,3.164,jasmine,0
7095,170.262,53.815,0.949,7262,95.045,0.717,375.787,0.631,3.164,jasmine,0
5322,148.62,46.973,0.949,5555,82.318,0.469,327.17,0.625,3.164,jasmine,3
5746,153.81,48.611,0.949,5908,85.534,0.45,337.974,0.632,3.164,jasmine,0
5799,154.058,48.689,0.949,5951,85.927,0.559,339.26,0.633,3.164,jasmine,0
9649,158.056,78.243,0.869,9832,110.84,0.616,385.36,0.817,2.02,gonen,2
6141,159.256,50.329,0.949,6343,88.425,0.543,348.679,0.635,3.164,jasmine,0
6699,166.597,52.648,0.949,6934,92.355,0.528,367.121,0.625,3.164,jasmine,0
6200,159.825,50.507,0.949,6393,88.849,0.76,349.141,0.639,3.164,jasmine,0
6420,161.744,51.113,0.949,6653,90.411,0.767,367.749,0.597,3.164,jasmine,0
5820,124.365,61.556,0.869,5967,86.083,0.613,308.454,0.769,2.02,gonen,3
7728,142.1,70.308,0.869,7870,99.195,0.678,349.721,0.794,2.021,gonen,1
7084,171.054,54.054,0.949,7280,94.972,0.671,378.682,0.621,3.165,jasmine,0
5933,155.639,49.18,0.949,6069,86.914,0.836,343.153,0.633,3.165,jasmine,0
6118,160.423,50.692,0.949,6440,88.259,0.754,356.203,0.606,3.165,jasmine,0
5581,150.975,47.705,0.949,5686,84.297,0.461,327.49,0.654,3.165,jasmine,3
6280,159.655,50.446,0.949,6422,89.42,0.691,351.49,0.639,3.165,jasmine,0
6591,165.345,52.242,0.949,6826,91.607,0.682,364.896,0.622,3.165,jasmine,0
7960,144.645,71.565,0.869,8273,100.673,0.693,357.751,0.782,2.021,gonen,1
5339,147.549,46.615,0.949,5479,82.449,0.561,325.87,0.632,3.165,jasmine,3
6755,166.938,52.739,0.949,6918,92.74,0.453,367.639,0.628,3.165,jasmine,0
6266,161.318,50.963,0.949,6472,89.32,0.448,355.036,0.625,3.165,jasmine,0
5824,154.694,48.87,0.949,6000,86.112,0.643,344.784,0.616,3.165,jasmine,0
5549,150.419,47.519,0.949,5722,84.055,0.532,334.554,0.623,3.165,jasmine,3
7468,140.184,69.346,0.869,7667,97.512,0.565,343.64,0.795,2.022,gonen,1
6706,165.227,52.195,0.949,6829,92.403,0.791,360.528,0.648,3.166,jasmine,0
5303,146.755,46.359,0.949,5377,82.17,0.457,320.708,0.648,3.166,jasmine,3
6078,157.627,49.793,0.949,6231,87.97,0.555,346.686,0.635,3.166,jasmine,0
5896,156.234,49.352,0.949,6060,86.643,0.515,343.684,0.627,3.166,jasmine,0
6298,160.332,50.646,0.949,6436,89.548,0.47,354.123,0.631,3.166,jasmine,0
6068,157.925,49.882,0.949,6235,87.898,0.59,346.942,0.633,3.166,jasmine,0
5866,155.326,49.059,0.949,6126,86.422,0.706,343.773,0.624,3.166,jasmine,0
8103,145.462,71.956,0.869,8281,101.573,0.604,360.806,0.782,2.022,gonen,1
8339,148.214,73.317,0.869,8690,103.041,0.722,370.049,0.765,2.022,gonen,2
4911,141.723,44.761,0.949,5056,79.075,0.471,313.062,0.63,3.166,jasmine,3
6026,156.726,49.5,0.949,6174,87.593,0.448,350.48,0.616,3.166,jasmine,0
6370,161.952,51.149,0.949,6527,90.059,0.775,353.3,0.641,3.166,jasmine,0
6582,165.0,52.111,0.949,6866,91.545,0.453,362.148,0.631,3.166,jasmine,0
5909,156.209,49.332,0.949,6025,86.739,0.826,339.695,0.643,3.166,jasmine,0
5482,149.303,47.15,0.949,5650,83.546,0.487,336.407,0.609,3.167,jasmine,3
7818,142.661,70.555,0.869,7986,99.771,0.64,350.657,0.799,2.022,gonen,1
6247,160.744,50.762,0.949,6428,89.185,0.719,354.74,0.624,3.167,jasmine,0
3636,124.83,39.418,0.949,3901,68.04,0.522,273.743,0.61,3.167,jasmine,3
4938,143.06,45.175,0.949,5089,79.292,0.436,317.829,0.614,3.167,jasmine,3
5869,155.319,49.043,0.949,6045,86.444,0.65,341.615,0.632,3.167,jasmine,0
6023,157.109,49.607,0.949,6165,87.571,0.632,343.493,0.641,3.167,jasmine,0
6624,165.363,52.211,0.949,6825,91.836,0.489,366.123,0.621,3.167,jasmine,0
5701,153.077,48.33,0.949,5832,85.198,0.51,334.554,0.64,3.167,jasmine,0
6783,167.344,52.834,0.949,6964,92.932,0.47,367.242,0.632,3.167,jasmine,0
9007,153.802,76.043,0.869,9171,107.089,0.58,378.672,0.789,2.023,gonen,2
9534,157.828,77.995,0.869,9792,110.177,0.616,389.883,0.788,2.024,gonen,2
5323,148.238,46.799,0.949,5506,82.325,0.484,327.344,0.624,3.168,jasmine,3
5838,154.985,48.928,0.949,5943,86.216,0.449,339.108,0.638,3.168,jasmine,0
6461,163.333,51.562,0.949,6630,90.7,0.457,359.905,0.627,3.168,jasmine,0
8520,149.165,73.706,0.869,8817,104.154,0.762,376.848,0.754,2.024,gonen,2
7869,143.67,70.991,0.869,8073,100.096,0.584,348.774,0.813,2.024,gonen,1
6603,165.122,52.125,0.949,6885,91.691,0.448,378.364,0.58,3.168,jasmine,0
5060,145.096,45.8,0.949,5231,80.266,0.627,324.844,0.603,3.168,jasmine,3
5421,148.783,46.962,0.949,5524,83.08,0.565,324.389,0.647,3.168,jasmine,3
5364,148.66,46.923,0.949,5470,82.642,0.455,324.884,0.639,3.168,jasmine,3
6382,161.947,51.115,0.949,6535,90.143,0.609,358.123,0.625,3.168,jasmine,0
6234,160.435,50.637,0.949,6373,89.092,0.822,354.723,0.623,3.168,jasmine,0
6537,164.728,51.991,0.949,6786,91.231,0.578,364.458,0.618,3.168,jasmine,0
6424,163.393,51.567,0.949,6715,90.439,0.684,357.676,0.631,3.169,jasmine,0
6313,160.771,50.739,0.949,6504,89.655,0.547,358.454,0.617,3.169,jasmine,0
